Text ID,Comment,Max char limit,Asian char limit,English,Japanese,Korean,TChinese,French,German,Spanish Spain,Spanish LatAm,Portuguese,Italian,Turkish,Arabic,Thai,Swedish,Polish,French limit,German limit,sp-ES limit,sp-M9 limit,pt-BR limit,it limit,tur limit,ara limit,thai limit,swe limit,pol limit,jp limit,kor limit,cht limit,
ending dialog 17 glad to talk,,52,26,I AM GLAD WE\nGOT TO SPEAK...,おはなしができて\nよかった...,너한테 말할 수 있어서\n정말 너무 좋다...,我很高興能\n和你說到話……,JE SUIS CONTENT D'AVOIR\nPU DISCUTER AVEC TOI...,"ICH BIN FROH,\nDASS WIR GEREDET HABEN ...",ME ALEGRO DE QUE\nPUDIÉRAMOS HABLAR...,ME ALEGRA HABER TENIDO\nLA OPORTUNIDAD DE HABLARTE...,FICO FELIZ\nPOR TERMOS CONVERSADO...,SONO FELICE DI\nAVER PARLATO CON TE...,KONUŞABİLDİĞİMİZ\nİÇİN SEVİNDİM...,كان الحديث معك\nمن دواعي سروري…,ฉัน​ดีใจ​นะ​ที่​เรา\nได้​คุย​กัน..,DET GLÄDER MIG\nATT VI FICK TALAS VID...,"CIESZĘ SIĘ,\nŻE POROZMAWIALIŚMY…",52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 18 good bye,,52,26,"GOOD BYE, POINPY!",さらばだ！\nポインピー...,"안녕, 포인피!",再見了，砰比！,"AU REVOIR, POINPY !","AUF WIEDERSEHEN, POINPY!","¡ADIÓS, POINPY!","¡ADIÓS, POINPY!","ADEUS, POMPI!","A PRESTO, POINPY!",ELVEDA POINPY!,وداعًا يا بوينبي!,ลา​ก่อน​นะ พอยน์​ปี!,"FARVÄL, POINPY!","ŻEGNAJ, POINPY!",52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 19 thank you,,52,26,THANK YOU FOR TAKING\nGOOD CARE OF ME...,いつもありがとう...,날 보살펴 줘서\n정말 고마워...,謝謝你一直以來\n都這麼照顧我……,MERCI D'AVOIR SI BIEN PRIS\nSOIN DE MOI...,"DANKE, DASS DU DICH\nUM MICH GEKÜMMERT HAST ...",GRACIAS POR\nCUIDAR DE MÍ...,GRACIAS\nPOR CUIDARME TAN BIEN...,OBRIGADO POR CUIDAR\nTÃO BEM DE MIM...,GRAZIE PER TUTTE LE\nCURE E LE ATTENZIONI...,BANA İYİ BAKTIĞIN İÇİN\nTEŞEKKÜRLER...,شكرًا\nعلى اهتمامك بك…,ขอบคุณ​ที่​ดูแล​ฉัน\nเป็น​อย่าง​ดี..,TACK FÖR ATT DU\nTOG HAND OM MIG...,DZIĘKUJĘ ZA\nTWOJĄ TROSKĘ…,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
ending dialog 20 i love you,,52,26,I LOVE YOU!,だいすきだぞ！,사랑해!,我愛你！,JE T'AIME !,DU BIST MIR SO WICHTIG!,¡TE QUIERO!,¡TE QUIERO!,EU TE AMO!,TI VOGLIO BENE!,SENİ SEVİYORUM!,أحبك!,ฉัน​รัก​คุณ!,JAG ÄLSKAR DIG!,KOCHAM CIĘ!,52,52,52,52,52,52,52,52,52,52,52,26,26,26,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abilitydata slam fruit suction name,Images for the abilities can be viewed here https://www.notion.so/moppin/Poinpy-localization-document-01f94f424e7a4801ae658910d89e1b31#b0a19915dc664594af0c9519e6f50b01,32,16,OCTOBUB,ペチャタコ,쭉쭉문어,章魚弟,POULPIBUB,OKTOKNUFF,PULPISOTÓN,PULPISOTÓN,ZÉ POLVINHO,POLPETTO,OCTOBUB,الأخطبوط الصغير,หมึก​พิฆาต,OKTOPONKE,OKTOPULP,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata slam fruit suction desc,,72,48,Suck in nearby fruits upon stomping on an enemy,敵を踏みつけると周辺のフルーツを吸いよせる,방해꾼을 밟으면 근처의 과일을 빨아들입니다,猛擊敵人時，會自動吸收附近的水果,Aspirez les fruits à proximité en écrasant un ennemi,"Sauge Früchte in der Nähe ein, wenn du auf einen Gegner stampfst.",Absorbe las frutas cercanas cuando pisotea a un enemigo.,Consume las frutas cercanas al pisotear a un enemigo,Atrai frutas próximas ao esmagar um inimigo,Attira la frutta vicina dopo un salto sui nemici,Bir düşmanı ezdikten sonra civardaki meyveleri topla,يمتص الفاكهة القريبة عند الدوس على أحد الأعداء,ดูด​ผลไม้​ที่​อยู่​ใกล้​เคียง​เข้า​มา​ขณะ​กระทืบ​ศัตรู,Sug in frukter i närheten när du stampar på fiender,Wciąga pobliskie owoce po naskoczeniu na wroga,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata wallkick fruit suction name,,32,16,FRUITPECKER,フルーツツツキ,과일 딱따구리,啄果鳥,PIQUE-FRUIT,FRUCHTSPECHT,PICAFRUTAS,PICAFRUTAS,PICA-FRUTA,SPICCHIO,MEYVE SEÇİCİ,نقار الفاكهة,ชิ่ง​กำแพง​ดูด,FRUKTSPETT,DZIĘCIOWOC,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata wallkick fruit suction desc,,72,48,Suck in nearby fruits upon wall jumping,壁ジャンプの瞬間周辺のフルーツを吸いよせる,벽을 밟고 점프하면 근처의 과일을 빨아들입니다,施展牆壁跳躍時，會自動吸收附近的水果,Aspirez les fruits à proximité en sautant sur un mur,"Sauge Früchte in der Nähe ein, wenn du einen Wandsprung ausführst.",Absorbe las frutas cercanas al saltar en una pared.,Consume las frutas cercanas al saltar en la pared,Atrai frutas próximas ao pular em paredes,Attira la frutta vicina dopo un salto sulle pareti,Duvar zıplamasından sonra civardaki meyveleri çek,يمتص الفاكهة القريبة عند القفز على الحائط,ดูด​ผลไม้​ที่​อยู่​ใกล้​เคียง​เข้า​มา​ขณะ​กระโดด​ไต่​กำแพง,Sug in frukter i närheten när du vägghoppar,Wciąga okoliczne owoce po naskoczeniu na ścianę,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata spin fruit suction name,,32,16,BIG SKIRTO,おしゃれ星人,왕치마족,大裙仔,GRAND JUPON,MAGNETOROCK,GRAN FALDÓN,GRAN FALDÓN,SAIÃO,GONNACCIONE,BÜYÜK ETEK,التنورة الضخمة,มือ​ยาว​สาว​เรียบ,KJOLIS,ROBOTKA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata spin fruit suction desc,,72,48,Have a wider reach for fruits while spin jumping,クルクルジャンプの最中フルーツを吸いよせる,스핀 점프를 할 때 과일을 모으는 범위가 넓어집니다,跳躍旋轉時，能吸收距離更遠的水果,Obtenez une plus grande portée pour atteindre les fruits lors d'une vrille,Du hast beim Drehsprung eine größere Sammelreichweite für Früchte.,Tiene un mayor alcance de las frutas cuando salta girando.,Alcanza frutas más lejanas con un salto giratorio,Tenha um maior alcance de frutas durante um pulo giratório,Aumenta la portata di raccolta della frutta nei salti rotanti,Döner zıplama sırasında meyve menzilin daha da genişler,تمتلك مدى أوسع لالتقاط الفاكهة في أثناء القفزة الدوارة,ระยะ​เก็บ​ผลไม้​ไกล​ขึ้น​ขณะ​กระโดด​หมุน​ตัว,Nå fler frukter när du snurrhoppar,Szerszy zasięg sięgania po owoce podczas obrotowych skoków,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata damage jump recover name,,32,16,MUMMY PLUSHIE,マミぐるみ,미라 인형,木乃娃,MOMIE PELUCHE,MINIMUMIE,MOMIA DE PELUCHE,MOMIA DE PELUCHE,MÚMIA DE PELÚCIA,MUMMIETTA,OYUNCAK MUMYA,دمية المومياء,ตุ๊กตา​ของ​หม่า​ม้า,MUMIE,PLUSZOWA MUMIA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata damage jump recover desc,,72,48,Gain all fruits in the recipe after taking damage,ダメージを受けるとレシピのフルーツを全てもらえる,대미지를 입으면 레시피의 모든 과일을 받습니다,受到傷害時，能獲得食譜的所有水果,Gagnez tous les fruits de la recette après avoir subi des dégâts,"Erhalte alle Früchte aus dem Rezept, nachdem du Schaden erlitten hast.",Consigue todas las frutas de la receta después de recibir daño.,Consigue todas las frutas de la receta tras recibir daño,Ganhe todas as frutas da receita ao sofrer dano,Ottieni tutta la frutta della Ricetta dopo aver subito danni,Hasar alınca tarifteki tüm meyveleri kazan,احصل على كل الفاكهة الموجودة في الوصفة بعد تلقي الضرر,ได้​ผลไม้​ทั้งหมด​ใน​สูตร​หลัง​จาก​ได้​รับ​ความ​เสีย​หาย,Få alla frukter i receptet när du tagit skada,Umożliwia zebranie wszystkich owoców z przepisu po otrzymaniu obrażeń,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata aim focus extend name,,32,16,TEMPORAL ELEPHANT,ゾウの時間,속세의 코끼리,緩時象,ÉLÉPHANTEMPOREL,ZEITELEFANT,TEMPELEFANTE,ELEFANTE TEMPORAL,TEMPOFANTE,TEMPOFANTE,GEÇİCİ FİL,الفيل الزمني,ช้าง​กาล​เวลา,TIDSELEFANT,CZASOWY SŁONIK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata aim focus extend desc,,72,48,Unlimited slow-mo time while aiming for a jump,狙い定め中のスローモーションがずっと続く,점프를 조준하는 동안 시간이 한없이 느리게 갑니다,瞄準跳躍方向時，慢動作不再有時間限制,Ralenti illimité pour viser lors d'un saut,"Unbegrenzte Zeitlupe, während du für einen Sprung zielst.",Pasa a cámara lenta sin límite de tiempo mientras preparas un salto.,Ralentización ilimitada al apuntar para realizar un salto,Desaceleração ilimitada do tempo ao mirar um pulo,Tempo rallentato illimitato mentre miri per saltare,Zıplama hedefi alırken sınırsız ağır çekim,وقت بطيء لا ينتهي في أثناء التصويب من أجل القفز,เมื่อ​เล็ง​โดด​แล้ว​เวลา​จะ​ช้า​ลง​อย่าง​ไร้​ที่​สิ้น​สุด,Obegränsad slowmotiontid medan du siktar in dina hopp,Nielimitowany czas w zwolnionym tempie podczas wymierzania skoku,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata wall jump higher name,,32,16,PRISMER,プリズム太郎,꼬마프리즘,三稜鏡,PRISMEUR,PRISMER,PRISMADOR,PRISMÁNGULO,PRISMÍDIO,PRISMATORE,PRİZMA,المنشور,ดึ๋ง​หลาย​เฉด,PRISMER,PRYZMACIK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata wall jump higher desc,,72,48,Wall bounce at a higher angle and power,壁ジャンプがより高くなる,벽에서 더 높은 각도로 강하게 튕겨집니다,增加牆壁反彈的角度與力道,Sautez sur un mur avec un angle et une puissance plus élevés,Dein Wandsprung wird höher und weiter.,Rebota en las paredes con un ángulo más elevado y más potencia.,Rebota en la pared con un mayor ángulo y más potencia,Quique em paredes com ângulo e força mais elevados,Rimbalza sulle pareti con angolo e potenza maggiori,Daha yüksek bir açı ve güçle duvardan zıpla,يرتد عن الحائط بزوايا وقوى أعلى,เด้ง​กำแพง​เป็น​มุม​สูง​ขึ้น​และ​แรง​ขึ้น,Väggstudsa med högre vinkel och mer kraft,Odbijaj się od ściany pod większym kątem i z większą mocą,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata juice resurrection name,,32,16,FRUIT OFFERING,お供え物,과일 선물,水果供品,OFFRANDE DE FRUITS,FROPFER,OFRENDA DE FRUTAS,FRUTOFRENDA,OFERENDA DE FRUTAS,OFFERTA DI FRUTTA,MEYVE BAĞIŞI,قربان الفاكهة,ผลไม้​เซ่น​ไหว้,FRUKTGÅVA,OWOCOWA OFIARA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata juice resurrection desc,,72,48,Successfully making juice after death will resurrect you once,死んじゃった後でジュースができたら１度だけ生き返る,죽은 후에 주스 만들기에 성공하면 한 번 부활합니다,死亡時成功榨出果汁，就能復活一次,Réussir à faire du jus après la mort permet de ressusciter une fois,"Einmaliges Wiederbeleben, wenn du nach dem Tod Saft machst.","Si consigues preparar zumo después de muerto, resucitarás una vez.",Resucita una vez tras preparar jugo después de la muerte,Ressuscite uma vez ao conseguir fazer suco após morrer,Preparare correttamente il succo dopo la morte ti fa resuscitare una volta,Öldükten sonra başarıyla meyve suyu yapmak seni bir kez diriltir,النجاح في صنع العصير بعد الموت سيعيدك من الموت لمرة,หาก​ทำ​น้ำ​ผลไม้​สำเร็จ​หลัง​จาก​ตาย​จะ​ได้​คืนชีพ​หนึ่ง​ครั้ง,Om du gör saft efter att du dör blir du återupplivad en gång,Zrobienie soku po śmierci poskutkuje jednorazowym wskrzeszeniem,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata extra jump orb name,,32,16,JUMPY BOY,ジャン坊,점프 보이,跳跳小子,SAUTILLEUR,FLUMMIBLUBB,SALTARÍN,SALTARÍN,PULA-PULA,SALTERINO,ZIP ZIP ÇOCUK,الفتى القافز,ไอ้​หนู​จอม​โดด,HOPPGOSSE,SKOCZEK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata extra jump orb desc,,72,48,Acts as an extra Jump Orb,ジャンプ玉が１つ増える,추가 점프 오브가 되어줍니다,效果等於一顆跳跳球,Agit comme un orbe de saut supplémentaire,Wirkt als zusätzliche Sprungkugel.,Funciona como un orbe de salto adicional.,Funciona como un orbe de salto adicional,Atua como um orbe de pulo extra,Funziona come una Sfera salto extra,Ekstra bir Zıplama Küresi olarak çalışır,يتصرف ككرة قفز إضافية,ทำ​หน้าที่​เหมือน​มี​ลูก​แก้ว​กระโดด​เพิ่ม​หนึ่ง​ลูก,Funkar som ett extra hoppklot,Działa jak dodatkowa kula skoku,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata extra jump orb sleep name,,32,16,JUMPY BOY,ジャン坊,점프 보이,跳跳小子,SAUTILLEUR,FLUMMIBLUBB,SALTARÍN,SALTARÍN,PULA-PULA,SALTERINO,ZIP ZIP ÇOCUK,الفتى القافز,ไอ้​หนู​จอม​โดด,HOPPGOSSE,SKOCZEK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata extra jump orb sleep desc,"context: this ability will lose its effect when paired with another ability called the Dream Pillow, and this text will imply that in a cute way saying teh jumpy boy sleeps when paired with a pillow",72,48,"Jumpy boy found a pillow.\nGood night, jumpy boy.",まくらを見つけて寝ちゃったよ\nおやすみジャン坊,"점프 보이가 베개를 찾았네요\n잘 자요, 점프 보이",跳跳小子找到一顆舒服的枕頭。\n晚安，跳跳小子。,"Sautilleur a trouvé un oreiller.\nBonne nuit, sautilleur.","Flummiblubb hat ein Kissen gefunden!\nTräum schön, Flummiblubb.","Saltarín ha encontrado una almohada.\nBuenas noches, Saltarín.","Saltarín encontró una almohada.\nBuenas noches, Saltarín.","O Pula-Pula achou um travesseiro.\nBoa noite, Pula-Pula.","Salterino ha trovato un cuscino.\nBuonanotte, Salterino.",Zıp zıp çocuk bir yastık buldu.\nİyi geceler zıp zıp çocuk.,عثر الفتى القافز على وسادة.\nنومًا هنيئًا أيها الفتى القافز,ไอ้​หนู​จอม​โดด​เจอ​หมอน\nนอน​ฝันดี​จ้ะ​เจ้า​เด็ก​เด้ง​ดึ๋ง,"Hoppgossen har hittat en kudde.\nGod natt, Hoppgossen.","Skoczek znalazł poduszkę.\nDobranoc, Skoczku.",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata money pot name,,32,16,FOX SAVINGS,金運きつね,여우 저금통,守財狐,ÉCONOMIES DE RENARD,SPARFUCHS,HUCHA DE ZORRO,AHORRO DE ZORRO,POUPANÇA DA RAPOSA,VECCHIA VOLPE,TİLKİ BİRİKİMİ,حصالة الثعلب,จิ้งจอก​อดออม,RÄVBESPARINGAR,LISEK CHYTRUSEK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata money pot desc,"whether the pot contains 1, 5, or 20 golden seeds is determined by chance, with 1 appearing more and 20 appearing much less often",72,48,"Pots will contain 1, 5, or 20 golden seeds",ツボから金のタネが１個か５個か２０個出てくる,"항아리에 황금 씨앗이 1개, 5개 또는 20개 들어 있습니다",打破陶壺能獲得1、5或20個金種子,"Les pots contiendront 1, 5 ou 20 graines d'or","Töpfe enthalten 1, 5 oder 20 Goldsamen.","Las vasijas contienen 1, 5 o 20 semillas de oro.","Las ollas tendrán 1, 5 o 20 semillas doradas","Potes conterão 1, 5 ou 20 sementes douradas","Le pentole contengono 1, 5 o 20 Semi d'oro","Çanaklar 1, 5 veya 20 altın tohum içerir",ستحتوي الأواني على 1 أو 5 أو 20 من البذور الذهبية,"ใน​หม้อ​จะ​มี​เมล็ด​ทองคำ 1, 5 หรือ 20 เมล็ด","Krukor innehåller 1, 5 eller 20 guldfrön","Naczynia będą zawierać 1, 5 lub 20 sztuk złotych nasionek",72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata higher entity bounce name,,32,16,REGULAR SPRING,バネ,통통 스프링,彈簧,RESSORT NORMAL,SPRUNGFEDER,MUELLE NORMAL,RESORTÍN,MOLA COMUM,MOLLA NORMALE,NORMAL YAY,الزنبرك العادي,เด้ง​ดึ๋ง​ปกติ,VANLIG FJÄDER,SPRĘŻYNA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata higher entity bounce desc,,72,48,Bounce higher from enemies and ground,踏みつけとかからの跳ね上がりが高くなる,방해꾼과 땅을 밟고 더 높이 튀어 오릅니다,跳離敵人或地面時，能跳得更高,Rebondissez plus haut depuis le sol et les ennemis,Dein Sprung vom Boden oder von Gegnern ist höher.,Rebota más alto en los enemigos y en el suelo.,Rebota más alto al pisar a los enemigos o al suelo,Quique mais alto no chão e nos inimigos,Rimbalza più in alto dal terreno e dai nemici,Düşmanlardan ve zeminden daha yükseğe zıpla,يمنح ارتدادًا أعلى من فوق الأرض والأعداء,กระโดด​สูง​ขึ้น​จาก​ศัตรู​และ​พื้น,Studsa högre från fiender på marken,Odbijaj się wyżej od wrogów i ziemi,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata instant money name,,32,16,GOLD CARD,ゴールドカード,골드 카드,黃金卡,CARTE DORÉE,GOLDKARTE,TARJETA DORADA,TARJETA DORADA,CARTÃO DOURADO,CARTA D'ORO,ALTIN KART,البطاقة الذهبية,บัตร​ทอง,GULDKORT,ZŁOTA KARTA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata instant money desc,,72,48,Triples the amount of golden seed gained from shiny fruits,光るフルーツから得る金のタネが３個になる,빛나는 과일에서 얻는 황금 씨앗이 세 배가 됩니다,從閃亮水果獲得的金種子數量變成三倍,Triple la quantité de graines d'or obtenue avec les fruits brillants,"Verdreifacht die Zahl an Goldsamen, die du von Funkelfrüchten erhältst.",Triplica la cantidad de semillas de oro que obtienes de las frutas brillantes.,Triplica la cantidad de semillas doradas obtenidas de las frutas brillantes,Triplica a quantidade de sementes douradas obtidas de frutas brilhantes,Triplica la quantità di Semi d'oro ottenuti dai frutti brillanti,Parlak meyvelerden kazanılan altın miktarını üçe katlar,تمنح ثلاثة أضعاف كمية البذور الذهبية المكتسبة من الفاكهة اللامعة,ได้​เมล็ด​ทองคำ​สาม​เท่า​จาก​ผลไม้​วิบ​วับ,Tredubblar antalet guldfrön från glänsande frukter,Potraja liczbę złotych nasionek z błyszczących owoców,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata focus time freeze name,,32,16,SNAIL CLOCK,スネイルクロック,달팽이 시계,蝸牛鐘,ESCARGHORLOGE,ZEITSCHNECKE,CARACOLOJ,CARALOJ,LESMA-RELÓGIO,CHIOCCIOLOGIO,SALYANGOZ SAATİ,حلزون الساعة,นาฬิกา​หอย​ทาก,SNIGELKLOCKA,POWOLNY ŚLIMAK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata focus time freeze desc,,72,48,Time completely stops while aiming for a jump,狙い定め中に時間が完全に止まる,점프를 조준하는 동안 시간이 완전히 멈춥니다,瞄準跳躍方向時，時間會完全停止,Le temps est arrêté pour viser lors d'un saut,"Die Zeit wird komplett eingefroren, während du für einen Sprung zielst.",El tiempo se detiene del todo mientras preparas un salto.,El tiempo se detiene al apuntar para realizar un salto,O tempo para completamente ao mirar um pulo,Il tempo si ferma completamente mentre miri per saltare,Zıplama hedefi alırken zaman tamamen durur,يتوقف الزمن تمامًا عند التصويب للقفزة,เวลา​หยุด​นิ่ง​อย่าง​สิ้น​เชิง​เมื่อ​เล็ง​เพื่อ​โดด,Tiden stannar helt medan du siktar in dina hopp,Czas zatrzymuje się całkowicie podczas wymierzania skoku,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata spin wall jump name,,32,16,TOTEMY,トーテミー,토템이,小圖騰,TOURNICOTI,KULLERKREISEL,GIRATÓTEM,GIRATÓTEM,RODA-PIÃO,TROTTEM,TOTEMLİ,الطوطم الدوار,เจ้า​โท​เทม,SNURRIS,BĄCZEK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata spin wall jump desc,,72,48,Keep spinning even after wall jumping,壁ジャンプの後もクルクルジャンプが続く,벽 점프 후에도 계속 돌아갑니다,進行牆壁跳躍後，仍能繼續旋轉,Continuez à tournoyer même après un saut sur un mur,Du drehst dich nach einem Wandsprung weiter.,Sigue girando incluso después de saltar en una pared.,Sigue girando incluso después de saltar en la pared,Continue girando mesmo ao quicar em paredes,Continua a roteare anche dopo un salto sulle pareti,Duvar zıplamasından sonra bile dönmeye devam et,يواصل الدوران حتى بعد تنفيذ قفزة حائط,หลัง​จาก​โดด​ไต่​กำแพง​แล้ว​ก็​ยัง​หมุน​ไม่​หยุด,Fortsätt snurra även efter vägghopp,Kręć się nawet po skoku na ścianę,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata final screw attack name,,32,16,STELLAR GOODBOY,スペースワンチャン,별총총 멍멍이,宇宙狗狗,CHIEN STELLAIRE,BRAVSTERNCHEN,CACHORRO ESTELAR,PERRESTELAR,CATIORO ESTELAR,CUCCIOLO STELLARE,YILDIZ KÖPEK,الجرو النجمي,เด็ก​ดี​ดั่ง​ดวงดาว,STJÄRNPONKE,GWIEZDNY PSIAK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata final screw attack desc,,72,48,Become invincible on the last jump,最後のジャンプで無敵になる,마지막 점프 시 무적이 됩니다,最後一次跳躍時，獲得無敵狀態,Devenez invincible lors du dernier saut,Du bist beim letzten Sprung unverwundbar.,"En el último salto, te vuelves invencible.",Obtienes invencibilidad en el último salto,Torne-se invencível no último pulo,Diventa invincibile all'ultimo salto,Son zıplamada ölümsüz ol,يُصبح منيعًا في القفزة الأخيرة,หลัง​จาก​โดด​ครั้ง​สุดท้าย​แล้ว​จะ​คงกระพัน,Bli osårbar under sista hoppet,Zyskaj nieśmiertelność podczas ostatniego skoku,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata fruit twin name,,32,16,APPLE SISTERS,りんご姉妹,사과 자매,蘋果姊妹,SŒURS POMME,APFELSCHWESTERN,MANZANAS HERMANAS,HERMANZANAS,MAÇÃS GÊMEAS,POMELLI,ELMA KARDEŞLER,التفاح التوأم,พี่​น้อง​แอปเปิล,ÄPPELSYSTRAR,DWA JABŁUSZKA,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata fruit twin desc,,72,48,Chance of fruits spawning in doubles,ときどきフルーツが２つセットで出てくる,과일이 두 배로 나타납니다,水果生成時，數量有機會加倍,Les fruits apparaissent par paire,Früchte können in Paaren erscheinen.,Aumenta la posibilidad de que aparezcan frutas de dos en dos.,Probabilidad de que aparezcan frutas dobles,Chance de frutas aparecerem em dobro,Possibilità che la frutta si generi in coppie,Meyvelerin çift olarak ortaya çıkma şansı,فرصة ظهور الفاكهة في أزواج,มี​โอกาส​ที่​ผลไม้​จะ​โผล่​มา​เป็น​สอง​เท่า,Få chansen att dubbelfrukter dyker upp,Szansa na podwójną liczbę owoców,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata slam bounce angled name,,32,16,FOOTBALL ELEMENTAL,ビーボーおばけ,풋볼 속성,足球元素,EFFET RICOCHET,ABPRALLER,ELEMENTAL DEL FÚTBOL,ELEMENTAL DEL FÚTBOL,FUROR DO FUTEBOL,ANGOLANCIO,FUTBOL ELEMENTALİ,الارتداد الحاد,ฟุตบอล​ธาตุ,AMERIKANSK FOTBOLL,PIŁKARSKI ŻYWIOŁAK,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata slam bounce angled desc,normally the player would bounce straight up from slamming on an enemy but with this ability they will bounce at an angle,72,48,Bounce off enemies at an angle after a slam,敵をスラムで踏みつけると横に跳ねる,적을 슬램한 후 비스듬하게 튀어 오릅니다,重擊敵人後，會以斜角彈開,Rebondissez sur les ennemis avec un angle après un piqué au sol,Du prallst nach einem Schlag in verschiedene Richtungen von Gegnern ab.,Rebota en los enemigos con efecto después de un choque.,Rebota en los enemigos en ángulo tras pisarlos,Quique nos inimigos em um ângulo diferente após a batida,Rimbalza ad angolo dopo uno schianto sui nemici,Çarpma sonrası düşmanlardan açılı bir şekilde sıçra,يرتد عن الأعداء بزاوية بعد الضرب,หลัง​จาก​ทุบ​แล้ว​โดด​ทำ​มุม​กับ​ศัตรู,Studsa åt sidan efter att ha mosat fiender,Odbijaj się od wrogów pod kątem,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata increase jump power name,,32,16,VOYAGER ROCKET,ロケ太郎,여행자 로켓,噴射火箭,FUSÉE D'EXPLORATEUR,RAKETENSPRUNG,COHETE EXPLORADOR,COHETE VIAJERO,FOGUETE VIAJANTE,RAZZO COSMICO,GEZGİN ROKET,صاروخ الرحالة,จรวด​นัก​เดิน​ทาง,RYMDRAKET,RAKIETA ODKRYWCY,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata increase jump power desc,enables player to launch further from a jump,72,48,Jump with more power,ジャンプの飛距離がのびる,더 강하게 점프합니다,加強跳躍的力道,Sautez avec plus de puissance,Springe mit mehr Kraft.,Salta con más potencia.,Salta con más potencia,Pule com mais força,Salta con più potenza,Daha güçlü bir şekilde zıpla,القفز بقوة أكثر,กระโดด​แรง​ขึ้น,Hoppa med mer kraft,Skacz z większą mocą,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
abilitydata jump fruit suction name,,32,16,CLEAN BOT,おそうじロボ,클린봇,清潔機器,ROBOT ASPIRATEUR,SPRINGSAUGER,ROBOT DE LIMPIEZA,ROBOT ASPIRADOR,ROBÔ ASPIRADOR,ASPIRAFRUTTA,TEMİZ BOT,امتصاص الفاكهة,บอต​ทำความ​สะอาด,STÄDROBOT,OWOCOWY ODKURZACZ,32,32,32,32,32,32,32,32,32,32,32,16,16,16,
abilitydata jump fruit suction desc,,72,48,Suck in fruits at the start of a jump,ジャンプするとき周辺のフルーツを吸いよせる,점프 시작 시 과일을 빨아들입니다,一跳起來，就會吸收附近的水果,Aspirez les fruits au début d'un saut,Sauge zu Beginn eines Sprungs Früchte ein.,Succiona frutas al principio del salto.,Consume frutas al inicio del salto,Atrai frutas ao iniciar um pulo,Attira la frutta all'inizio di un salto,Bir zıplama başlangıcında meyveleri çek,تمتص الفاكهة عند بداية القفزة,เมื่อ​เริ่ม​กระโดด​จะ​ดูด​ผลไม้​เข้า​มา,Sug in frukter när du börjar hoppa,Wciąga owoce od początku skoku,72,72,72,72,72,72,72,72,72,72,72,48,48,48,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
